position,layer,auroc_harmfulness,auroc_refusal
t_final_instr-2,0,0.8251664201183432,0.8251664201183432
t_final_instr-2,1,0.8156434911242603,0.8156434911242603
t_final_instr-2,2,0.8841531065088757,0.8841531065088757
t_final_instr-2,3,0.9080991124260355,0.9080991124260355
t_final_instr-2,4,0.9629252958579881,0.9629252958579881
t_final_instr-2,5,0.9637573964497042,0.9637573964497042
t_final_instr-2,6,0.976516272189349,0.976516272189349
t_final_instr-2,7,0.978180473372781,0.978180473372781
t_final_instr-2,8,0.9883505917159764,0.9883505917159764
t_final_instr-2,9,0.9858542899408285,0.9858542899408285
t_final_instr-2,10,0.9861316568047338,0.9861316568047338
t_final_instr-2,11,0.9844674556213018,0.9844674556213018
t_final_instr-2,12,0.9888128698224852,0.9888128698224852
t_final_instr-2,13,0.9892751479289941,0.9892751479289941
t_final_instr-2,14,0.9853920118343196,0.9853920118343196
t_final_instr-2,15,0.9857618343195267,0.9857618343195267
t_final_instr-2,16,0.984375,0.984375
t_final_instr-2,17,0.9814164201183432,0.9814164201183432
t_final_instr-2,18,0.9829881656804734,0.9829881656804734
t_final_instr-2,19,0.9812315088757396,0.9812315088757396
t_final_instr-2,20,0.9780880177514792,0.9780880177514792
t_final_instr-2,21,0.9788276627218935,0.9788276627218935
t_final_instr-2,22,0.9816937869822485,0.9816937869822485
t_final_instr-2,23,0.9837278106508875,0.9837278106508875
t_final_instr-2,24,0.9847448224852071,0.9847448224852071
t_final_instr-2,25,0.984375,0.984375
t_final_instr-2,26,0.9842825443786982,0.9842825443786982
t_final_instr-2,27,0.9827107988165681,0.9827107988165681
t_final_instr-2,28,0.9816937869822484,0.9816937869822484
t_final_instr-2,29,0.9783653846153846,0.9783653846153846
t_final_instr-2,30,0.9777181952662721,0.9777181952662721
t_final_instr-2,31,0.9612610946745562,0.9612610946745562
t_final_instr-2,32,0.9430473372781064,0.9430473372781064
t_final_instr-1,0,0.9023668639053255,0.9023668639053255
t_final_instr-1,1,0.9228920118343196,0.9228920118343196
t_final_instr-1,2,0.944526627218935,0.944526627218935
t_final_instr-1,3,0.9317677514792899,0.9317677514792899
t_final_instr-1,4,0.9649593195266271,0.9649593195266271
t_final_instr-1,5,0.9674556213017752,0.9674556213017752
t_final_instr-1,6,0.9759615384615384,0.9759615384615384
t_final_instr-1,7,0.965883875739645,0.965883875739645
t_final_instr-1,8,0.9594119822485208,0.9594119822485208
t_final_instr-1,9,0.9753143491124261,0.9753143491124261
t_final_instr-1,10,0.9845599112426036,0.9845599112426036
t_final_instr-1,11,0.9871486686390533,0.9871486686390533
t_final_instr-1,12,0.988905325443787,0.988905325443787
t_final_instr-1,13,0.9871486686390533,0.9871486686390533
t_final_instr-1,14,0.9870562130177515,0.9870562130177515
t_final_instr-1,15,0.9824334319526628,0.9824334319526628
t_final_instr-1,16,0.9758690828402367,0.9758690828402367
t_final_instr-1,17,0.9863165680473374,0.9863165680473374
t_final_instr-1,18,0.9869637573964497,0.9869637573964497
t_final_instr-1,19,0.9883505917159763,0.9883505917159763
t_final_instr-1,20,0.9878883136094675,0.9878883136094675
t_final_instr-1,21,0.9866863905325444,0.9866863905325444
t_final_instr-1,22,0.989737426035503,0.989737426035503
t_final_instr-1,23,0.9894600591715976,0.9894600591715976
t_final_instr-1,24,0.9887204142011834,0.9887204142011834
t_final_instr-1,25,0.986039201183432,0.986039201183432
t_final_instr-1,26,0.9873335798816568,0.9873335798816568
t_final_instr-1,27,0.986039201183432,0.986039201183432
t_final_instr-1,28,0.983542899408284,0.983542899408284
t_final_instr-1,29,0.984005177514793,0.984005177514793
t_final_instr-1,30,0.9842825443786982,0.9842825443786982
t_final_instr-1,31,0.9736501479289941,0.9736501479289941
t_final_instr-1,32,0.9529400887573966,0.9529400887573966
t_final_instr,0,0.9813239644970415,0.9813239644970415
t_final_instr,1,0.9637573964497042,0.9637573964497042
t_final_instr,2,0.9748520710059172,0.9748520710059172
t_final_instr,3,0.981971153846154,0.981971153846154
t_final_instr,4,0.990939349112426,0.990939349112426
t_final_instr,5,0.9968565088757396,0.9968565088757396
t_final_instr,6,0.9994452662721893,0.9994452662721893
t_final_instr,7,0.9996301775147929,0.9996301775147929
t_final_instr,8,0.9989829881656804,0.9989829881656804
t_final_instr,9,0.9997226331360947,0.9997226331360947
t_final_instr,10,0.9997226331360947,0.9997226331360947
t_final_instr,11,0.9998150887573964,0.9998150887573964
t_final_instr,12,0.9996301775147929,0.9996301775147929
t_final_instr,13,0.998798076923077,0.998798076923077
t_final_instr,14,0.9987056213017752,0.9987056213017752
t_final_instr,15,0.9981508875739644,0.9981508875739644
t_final_instr,16,0.9948224852071006,0.9948224852071006
t_final_instr,17,0.9961168639053255,0.9961168639053255
t_final_instr,18,0.9966715976331361,0.9966715976331361
t_final_instr,19,0.9960244082840237,0.9960244082840237
t_final_instr,20,0.9950998520710059,0.9950998520710059
t_final_instr,21,0.9959319526627219,0.9959319526627219
t_final_instr,22,0.9965791420118343,0.9965791420118343
t_final_instr,23,0.9966715976331362,0.9966715976331362
t_final_instr,24,0.9969489644970415,0.9969489644970415
t_final_instr,25,0.997133875739645,0.997133875739645
t_final_instr,26,0.9976886094674556,0.9976886094674556
t_final_instr,27,0.9967640532544378,0.9967640532544378
t_final_instr,28,0.9967640532544378,0.9967640532544378
t_final_instr,29,0.9970414201183432,0.9970414201183432
t_final_instr,30,0.995469674556213,0.995469674556213
t_final_instr,31,0.9901072485207101,0.9901072485207101
t_final_instr,32,0.9938979289940828,0.9938979289940828
t_post_instr-2,0,0.5,0.5
t_post_instr-2,1,0.9841900887573964,0.9841900887573964
t_post_instr-2,2,0.9829881656804734,0.9829881656804734
t_post_instr-2,3,0.994637573964497,0.994637573964497
t_post_instr-2,4,0.9952847633136095,0.9952847633136095
t_post_instr-2,5,0.9974112426035503,0.9974112426035503
t_post_instr-2,6,0.9966715976331361,0.9966715976331361
t_post_instr-2,7,0.9950073964497042,0.9950073964497042
t_post_instr-2,8,0.9976886094674556,0.9976886094674556
t_post_instr-2,9,0.9998150887573964,0.9998150887573964
t_post_instr-2,10,1.0,1.0
t_post_instr-2,11,1.0,1.0
t_post_instr-2,12,1.0,1.0
t_post_instr-2,13,1.0,1.0
t_post_instr-2,14,1.0,1.0
t_post_instr-2,15,1.0,1.0
t_post_instr-2,16,1.0,1.0
t_post_instr-2,17,1.0,1.0
t_post_instr-2,18,1.0,1.0
t_post_instr-2,19,1.0,1.0
t_post_instr-2,20,1.0,1.0
t_post_instr-2,21,1.0,1.0
t_post_instr-2,22,1.0,1.0
t_post_instr-2,23,1.0,1.0
t_post_instr-2,24,1.0,1.0
t_post_instr-2,25,1.0,1.0
t_post_instr-2,26,1.0,1.0
t_post_instr-2,27,1.0,1.0
t_post_instr-2,28,1.0,1.0
t_post_instr-2,29,1.0,1.0
t_post_instr-2,30,1.0,1.0
t_post_instr-2,31,1.0,1.0
t_post_instr-2,32,1.0,1.0
t_post_instr-1,0,0.5,0.5
t_post_instr-1,1,0.9888128698224853,0.9888128698224853
t_post_instr-1,2,0.9812315088757396,0.9812315088757396
t_post_instr-1,3,0.9840051775147929,0.9840051775147929
t_post_instr-1,4,0.9869637573964497,0.9869637573964497
t_post_instr-1,5,0.9937130177514794,0.9937130177514794
t_post_instr-1,6,0.9944526627218935,0.9944526627218935
t_post_instr-1,7,0.9977810650887574,0.9977810650887574
t_post_instr-1,8,0.9997226331360947,0.9997226331360947
t_post_instr-1,9,1.0,1.0
t_post_instr-1,10,1.0,1.0
t_post_instr-1,11,1.0,1.0
t_post_instr-1,12,1.0,1.0
